kaar	0.0172258064516
philm	6.45161290323e-05
preis	0.00245161290323
sir	0.00116129032258
loo goon	0.000451612903226
roo nad:	0.0
kp	0.0
pei par	0.000129032258065
garl	6.45161290323e-05
joo kei	0.000129032258065
lanch	0.00103225806452
veil	0.00174193548387
sii jan	0.000258064516129
thing	0.00387096774194
d:ig riia	0.0
luuk	0.000451612903226
ma dam	0.0
kuul	0.000645161290323
a ni var si t:aay	0.0
mad	0.0038064516129
vai sei	0.00058064516129
soon	0.084064516129
t:rein	0.0143870967742
koort:	0.00154838709677
mis	0.0021935483871
lav	0.00290322580645
muu vii	0.0
vaas tei	6.45161290323e-05
bluu	0.00503225806452
a ra poort:	0.0
baat	0.00374193548387
phaph sei	0.0
laait:	0.000516129032258
maan	0.0188387096774
phan	0.0322580645161
guii	0.000193548387097
viik	0.000903225806452
phoo t:oo	6.45161290323e-05
sun	0.00116129032258
t:eist:	0.00587096774194
staar	0.0172258064516
king	0.00387096774194
moont:h	0.0
reist:	0.00587096774194
ei ra	0.0
baink	0.000193548387097
boo lii vud:	6.45161290323e-05
baay	0.00187096774194
ba jat:	6.45161290323e-05
bas	0.00464516129032
kaard:	0.00193548387097
chai nal	6.45161290323e-05
cheik	0.00122580645161
kaa leij	0.0
kam pa nii	0.000193548387097
kri keit:	6.45161290323e-05
kroo d:a	0.0
phaarm	0.000193548387097
in t:ar neit:	0.000129032258065
maaeich	0.0
mii d:i yaa	0.000451612903226
moo baai lei	0.0
paar t:ii	6.45161290323e-05
pei ra pha ra mans	0.0
peit: rool	0.0
phoon	0.084064516129
plei	0.0824516129032
pleiy list:	0.0
pu lis	6.45161290323e-05
poos t:ar	6.45161290323e-05
reil	0.00174193548387
reil vei	0.0
ra part:	0.0
skuul	0.000645161290323
skoor	0.0018064516129
siit:	0.000903225806452
seil phiei	0.0
sar vis	6.45161290323e-05
shaa rei	0.00206451612903
shaat:	0.00232258064516
st:ei shan	0.00206451612903
suut:	0.000774193548387
su par st:ar	0.0
t:ii ma	0.000129032258065
t:ii sar	0.0
thieit: rei	0.0
t:rei lar	0.000129032258065
vii d:i yoon	0.00109677419355
voois	0.0
vi keit:	6.45161290323e-05
ruum	0.000387096774194
t:ii char	0.000322580645161
moo nii	0.000322580645161
haaus	0.000193548387097
da ya	0.000129032258065
siin	0.00612903225806
in tar vyuu	0.0
buk	0.000838709677419
klaas	0.00548387096774
vard:	0.00251612903226
gipht:	0.00264516129032
dei si jan	0.0
good	0.000774193548387
blad:	0.00251612903226
gruup	0.000967741935484
da tei	0.0
nii dad	0.0
hii roon	0.000258064516129
nam bar	0.000387096774194
laaiph	0.0
viph	0.000258064516129
trai phik	6.45161290323e-05
paa var	0.000451612903226
saung	0.0
myuu jik	0.0
uunkl	0.0
phais	0.000193548387097
rii keist:	0.0
t:aaim	6.45161290323e-05
aauun t:ii	0.0
gar lphreind:	0.0
si t:ii	0.000193548387097
vii keind:	0.0
bei bii	0.0
st:aail	0.000451612903226
chiiaph	0.0
pha va ri tei	0.0
phreind:	0.00167741935484
moom	0.000451612903226
st:oo rii	0.000387096774194
poost:	0.00154838709677
yuuth	0.000129032258065
link	0.000258064516129
vark	0.000645161290323
hoom	0.000451612903226
nai shan	6.45161290323e-05
su saaid:	0.0
veil pha rei	0.000645161290323
phars	0.00141935483871
barth	0.002
bar thad: ya	0.0
ein t:rii	0.0
ga mei	0.0
pik char	0.0
plaan	0.0188387096774
vaa t:ar	0.000129032258065
vyuu	0.00503225806452
mei saaj	0.0
groouund:	0.0
pla sei	0.0
ma dar	0.000129032258065
griin	0.00612903225806
heilth	0.000322580645161
voo luun t:yar	0.0
haaph	0.000516129032258
his t:rii	6.45161290323e-05
d:ei val pa meint:	0.0
st:a t:ei	0.0
kooup shi na	6.45161290323e-05
saaid:	0.000709677419355
st:uu d:aint:	0.0
p ei r ei n t:s	0.0
aar mii	6.45161290323e-05
praais	0.000258064516129
skam	0.00935483870968
eig jaam	0.0
pha thar	0.0
ei ni var sa rii	0.000129032258065
t:riib yu t:ei	0.0
sun day	0.0
phai mi lii	6.45161290323e-05
maan	0.0188387096774
aa gei	0.000322580645161
braa dar	0.000516129032258
t:ei ra rist:	0.0
rieik shan	0.0
baaks	0.000193548387097
viid diing	0.0
d:ai thath	0.0
priim	0.000838709677419
paa ra li na meint:	0.000129032258065
haart:	0.00232258064516
var lad:	0.0
st:a tas	0.0
sein cha rii	0.00058064516129
mind	0.000903225806452
sak seis	0.0
yiir	0.0018064516129
vik t:rii	0.0
band	0.00348387096774
loot:	0.00154838709677
ii veint:	0.0
mai t:ar	0.0
t:eim pa la	6.45161290323e-05
praab lam	0.0
kaip t:an	0.0
mus lim	0.000129032258065
eik spei reins	0.0
naait:	0.000516129032258
nyuu	0.00503225806452
us	0.000322580645161
phuud:	0.000258064516129
pi yaup la ra	0.0
i leik shan	0.000193548387097
ga var nmeint:	0.0
i shuu	0.0
laard:	0.00193548387097
kaan t:rii	0.0
mi nis t:ar	0.000193548387097
ris peikt:	0.0
boos	0.000258064516129
proo t:eist:	6.45161290323e-05
riv yuu	0.0
an svar	0.0
i vei ning	6.45161290323e-05
lya rik	0.0
vroong	0.000193548387097
bamb	0.0
moor ning	0.0
keis shan	0.0
baar d:ar	6.45161290323e-05
lva	0.00103225806452
poo li t:iks	0.0
prei sii d:eint:	0.0
aap pa jii shan	0.000193548387097
moo meint:	0.0
voo man	0.000129032258065
ri jan	0.0
baa d:ii	0.00058064516129
jaab	0.00109677419355
